phase,route,viewport,active_correct,document_overflow_px,all_images_loaded,guide_started_closed,top_activity_bottom_captured,result,notes
3,course-guide,1117x902,True,0,True,True,True,PASS,Component fixture; HTTP launch and actual reload not run.
3,start,1117x902,True,0,True,True,True,PASS,Component fixture; HTTP launch and actual reload not run.
3,attention-processes,1117x902,True,0,True,True,True,PASS,Component fixture; HTTP launch and actual reload not run.
3,attention-quadrants,1117x902,True,0,True,True,True,PASS,Component fixture; HTTP launch and actual reload not run.
3,attention-shifts,1117x902,True,0,True,True,True,PASS,Component fixture; HTTP launch and actual reload not run.
3,observation-self-talk,1117x902,True,0,True,True,True,PASS,Component fixture; HTTP launch and actual reload not run.
3,cues-anchors,1117x902,True,0,True,True,True,PASS,Component fixture; HTTP launch and actual reload not run.
3,prepare-attention,1117x902,True,0,True,True,True,PASS,Component fixture; HTTP launch and actual reload not run.
3,reset-return,1117x902,True,0,True,True,True,PASS,Component fixture; HTTP launch and actual reload not run.
3,flexible-focus,1117x902,True,0,True,True,True,PASS,Component fixture; HTTP launch and actual reload not run.
3,performance-lab,1117x902,True,0,True,True,True,PASS,Component fixture; HTTP launch and actual reload not run.
3,untimed-practice,1117x902,True,0,True,True,True,PASS,Component fixture; HTTP launch and actual reload not run.
3,playbook,1117x902,True,0,True,True,True,PASS,Component fixture; HTTP launch and actual reload not run.
3,phase-review,1117x902,True,0,True,True,True,PASS,Component fixture; HTTP launch and actual reload not run.
3,checkpoint,1117x902,True,0,True,True,True,PASS,Component fixture; HTTP launch and actual reload not run.
3,process-collection,1117x902,True,0,True,True,True,PASS,Component fixture; HTTP launch and actual reload not run.
3,resources,1117x902,True,0,True,True,True,PASS,Component fixture; HTTP launch and actual reload not run.
3,performance-game,1117x902,True,0,True,True,True,PASS,Component fixture; HTTP launch and actual reload not run.
3,course-guide,390x844,True,0,True,True,True,PASS,Component fixture; HTTP launch and actual reload not run.
3,start,390x844,True,0,True,True,True,PASS,Component fixture; HTTP launch and actual reload not run.
3,attention-processes,390x844,True,0,True,True,True,PASS,Component fixture; HTTP launch and actual reload not run.
3,attention-quadrants,390x844,True,0,True,True,True,PASS,Component fixture; HTTP launch and actual reload not run.
3,attention-shifts,390x844,True,0,True,True,True,PASS,Component fixture; HTTP launch and actual reload not run.
3,observation-self-talk,390x844,True,0,True,True,True,PASS,Component fixture; HTTP launch and actual reload not run.
3,cues-anchors,390x844,True,0,True,True,True,PASS,Component fixture; HTTP launch and actual reload not run.
3,prepare-attention,390x844,True,0,True,True,True,PASS,Component fixture; HTTP launch and actual reload not run.
3,reset-return,390x844,True,0,True,True,True,PASS,Component fixture; HTTP launch and actual reload not run.
3,flexible-focus,390x844,True,0,True,True,True,PASS,Component fixture; HTTP launch and actual reload not run.
3,performance-lab,390x844,True,0,True,True,True,PASS,Component fixture; HTTP launch and actual reload not run.
3,untimed-practice,390x844,True,0,True,True,True,PASS,Component fixture; HTTP launch and actual reload not run.
3,playbook,390x844,True,0,True,True,True,PASS,Component fixture; HTTP launch and actual reload not run.
3,phase-review,390x844,True,0,True,True,True,PASS,Component fixture; HTTP launch and actual reload not run.
3,checkpoint,390x844,True,0,True,True,True,PASS,Component fixture; HTTP launch and actual reload not run.
3,process-collection,390x844,True,0,True,True,True,PASS,Component fixture; HTTP launch and actual reload not run.
3,resources,390x844,True,0,True,True,True,PASS,Component fixture; HTTP launch and actual reload not run.
3,performance-game,390x844,True,0,True,True,True,PASS,Component fixture; HTTP launch and actual reload not run.
